PeriodStart,Cost
2025-05-26,211.945
2025-05-27,212.43
2025-05-28,212.915
2025-05-29,213.4
2025-05-30,213.885
2025-05-31,214.37
2025-06-01,217.07
2025-06-02,217.56
2025-06-03,218.04999999999998
2025-06-04,218.54
2025-06-05,219.03
2025-06-06,219.51999999999998
2025-06-07,220.01
2025-06-08,220.5
2025-06-09,220.99
2025-06-10,221.48
2025-06-11,221.97
2025-06-12,222.46
2025-06-13,222.95
2025-06-14,223.44
2025-06-15,223.93
2025-06-16,224.42
2025-06-17,224.91
2025-06-18,225.4
2025-06-19,225.89
2025-06-20,226.38
2025-06-21,226.87
2025-06-22,227.35999999999999
2025-06-23,227.85
2025-06-24,228.34
2025-06-25,228.82999999999998
2025-06-26,229.32
2025-06-27,229.81
2025-06-28,230.29999999999998
2025-06-29,230.79
2025-06-30,231.28
2025-07-01,236.5
2025-07-02,237.0
2025-07-03,237.5
2025-07-04,238.0
2025-07-05,238.5
2025-07-06,239.0
2025-07-07,239.5
2025-07-08,240.0
2025-07-09,240.5
2025-07-10,241.0
2025-07-11,241.5
2025-07-12,242.0
2025-07-13,242.5
2025-07-14,243.0
2025-07-15,243.5
2025-07-16,244.0
2025-07-17,244.5
2025-07-18,245.0
2025-07-19,245.5
2025-07-20,246.0
2025-07-21,246.5
2025-07-22,247.0
2025-07-23,247.5
2025-07-24,248.0
2025-07-25,248.5
2025-07-26,249.0
2025-07-27,249.5
2025-07-28,250.0
2025-07-29,250.5
2025-07-30,251.0
2025-07-31,251.5
2025-08-01,289.79999999999995
2025-08-02,290.375
2025-08-03,290.95
2025-08-04,291.525
2025-08-05,292.09999999999997
2025-08-06,292.67499999999995
2025-08-07,293.25
2025-08-08,293.825
2025-08-09,294.4
2025-08-10,294.97499999999997
2025-08-11,295.54999999999995
2025-08-12,296.125
2025-08-13,296.7
2025-08-14,297.275
2025-08-15,297.84999999999997
2025-08-16,298.42499999999995
2025-08-17,299.0
2025-08-18,299.575
2025-08-19,300.15
2025-08-20,300.72499999999997
2025-08-21,301.29999999999995
2025-08-22,301.875
2025-08-23,302.45
2025-08-24,303.025
2025-08-25,303.59999999999997
2025-08-26,304.17499999999995
2025-08-27,304.75
2025-08-28,305.325
2025-08-29,305.9
2025-08-30,306.47499999999997
2025-08-31,307.04999999999995
2025-09-01,272.85
2025-09-02,273.36
2025-09-03,273.87
2025-09-04,274.38
2025-09-05,274.89
2025-09-06,275.4
2025-09-07,275.91
2025-09-08,276.42
2025-09-09,276.93
2025-09-10,277.44
2025-09-11,277.95
2025-09-12,278.46
2025-09-13,278.97
2025-09-14,279.48
2025-09-15,279.99
2025-09-16,280.5
2025-09-17,281.01
2025-09-18,281.52
2025-09-19,282.03000000000003
2025-09-20,282.54
2025-09-21,283.05
2025-09-22,283.56
2025-09-23,284.07
2025-09-24,284.58
2025-09-25,285.09000000000003
2025-09-26,285.6
2025-09-27,286.11
2025-09-28,286.62
2025-09-29,287.13
2025-09-30,287.64
