PeriodStart,Cost
2024-12-30,140.0
2024-12-31,140.0
2025-01-01,95.0
2025-01-02,95.0
2025-01-03,95.0
2025-01-04,95.0
2025-01-05,95.0
2025-01-06,95.0
2025-01-07,95.0
2025-01-08,95.0
2025-01-09,95.0
2025-01-10,95.0
2025-01-11,95.0
2025-01-12,95.0
2025-01-13,95.0
2025-01-14,95.0
2025-01-15,95.0
2025-01-16,95.0
2025-01-17,95.0
2025-01-18,95.0
2025-01-19,95.0
2025-01-20,95.0
2025-01-21,95.0
2025-01-22,95.0
2025-01-23,95.0
2025-01-24,95.0
2025-01-25,95.0
2025-01-26,95.0
2025-01-27,95.0
2025-01-28,95.0
2025-01-29,95.0
2025-01-30,95.0
2025-01-31,95.0
2025-02-01,95.0
2025-02-02,95.0
2025-02-03,95.0
2025-02-04,95.0
2025-02-05,95.0
2025-02-06,95.0
2025-02-07,95.0
2025-02-08,95.0
2025-02-09,95.0
2025-02-10,95.0
2025-02-11,95.0
2025-02-12,95.0
2025-02-13,95.0
2025-02-14,95.0
2025-02-15,95.0
2025-02-16,95.0
2025-02-17,95.0
2025-02-18,95.0
2025-02-19,95.0
2025-02-20,95.0
2025-02-21,95.0
2025-02-22,95.0
2025-02-23,95.0
2025-02-24,95.0
2025-02-25,95.0
2025-02-26,95.0
2025-02-27,95.0
2025-02-28,95.0
2025-03-01,97.0
2025-03-02,97.0
2025-03-03,97.0
2025-03-04,97.0
2025-03-05,97.0
2025-03-06,97.0
2025-03-07,97.0
2025-03-08,97.0
2025-03-09,97.0
2025-03-10,97.0
2025-03-11,97.0
2025-03-12,97.0
2025-03-13,97.0
2025-03-14,97.0
2025-03-15,97.0
2025-03-16,97.0
2025-03-17,97.0
2025-03-18,97.0
2025-03-19,97.0
2025-03-20,97.0
2025-03-21,97.0
2025-03-22,97.0
2025-03-23,97.0
2025-03-24,97.0
2025-03-25,97.0
2025-03-26,97.0
2025-03-27,97.0
2025-03-28,97.0
2025-03-29,97.0
2025-03-30,97.0
2025-03-31,97.0
2025-04-01,98.0
2025-04-02,98.0
2025-04-03,98.0
2025-04-04,98.0
2025-04-05,98.0
2025-04-06,98.0
2025-04-07,98.0
2025-04-08,98.0
2025-04-09,98.0
2025-04-10,98.0
2025-04-11,98.0
2025-04-12,98.0
2025-04-13,98.0
2025-04-14,98.0
2025-04-15,98.0
2025-04-16,98.0
2025-04-17,98.0
2025-04-18,98.0
2025-04-19,98.0
2025-04-20,98.0
2025-04-21,98.0
2025-04-22,98.0
2025-04-23,98.0
2025-04-24,98.0
2025-04-25,98.0
2025-04-26,98.0
2025-04-27,98.0
2025-04-28,98.0
2025-04-29,98.0
2025-04-30,98.0
2025-05-01,100.0
2025-05-02,100.0
2025-05-03,100.0
2025-05-04,100.0
2025-05-05,100.0
2025-05-06,100.0
2025-05-07,100.0
2025-05-08,100.0
2025-05-09,100.0
2025-05-10,100.0
2025-05-11,100.0
2025-05-12,100.0
2025-05-13,100.0
2025-05-14,100.0
2025-05-15,100.0
2025-05-16,100.0
2025-05-17,100.0
2025-05-18,100.0
2025-05-19,100.0
2025-05-20,100.0
2025-05-21,100.0
2025-05-22,100.0
2025-05-23,100.0
2025-05-24,100.0
2025-05-25,100.0
2025-05-26,100.0
2025-05-27,100.0
2025-05-28,100.0
2025-05-29,100.0
2025-05-30,100.0
2025-05-31,100.0
2025-06-01,102.0
2025-06-02,102.0
2025-06-03,102.0
2025-06-04,102.0
2025-06-05,102.0
2025-06-06,102.0
2025-06-07,102.0
2025-06-08,102.0
2025-06-09,102.0
2025-06-10,102.0
2025-06-11,102.0
2025-06-12,102.0
2025-06-13,102.0
2025-06-14,102.0
2025-06-15,102.0
2025-06-16,102.0
2025-06-17,102.0
2025-06-18,102.0
2025-06-19,102.0
2025-06-20,102.0
2025-06-21,102.0
2025-06-22,102.0
2025-06-23,102.0
2025-06-24,102.0
2025-06-25,102.0
2025-06-26,102.0
2025-06-27,102.0
2025-06-28,102.0
2025-06-29,102.0
2025-06-30,102.0
2025-07-01,103.0
2025-07-02,103.0
2025-07-03,103.0
2025-07-04,103.0
2025-07-05,103.0
2025-07-06,103.0
2025-07-07,103.0
2025-07-08,103.0
2025-07-09,103.0
2025-07-10,103.0
2025-07-11,103.0
2025-07-12,103.0
2025-07-13,103.0
2025-07-14,103.0
2025-07-15,103.0
2025-07-16,103.0
2025-07-17,103.0
2025-07-18,103.0
2025-07-19,103.0
2025-07-20,103.0
2025-07-21,103.0
2025-07-22,103.0
2025-07-23,103.0
2025-07-24,103.0
2025-07-25,103.0
2025-07-26,103.0
2025-07-27,103.0
2025-07-28,103.0
2025-07-29,103.0
2025-07-30,103.0
2025-07-31,103.0
2025-08-01,105.0
2025-08-02,105.0
2025-08-03,105.0
2025-08-04,105.0
2025-08-05,105.0
2025-08-06,105.0
2025-08-07,105.0
2025-08-08,105.0
2025-08-09,105.0
2025-08-10,105.0
2025-08-11,105.0
2025-08-12,105.0
2025-08-13,105.0
2025-08-14,105.0
2025-08-15,105.0
2025-08-16,105.0
2025-08-17,105.0
2025-08-18,105.0
2025-08-19,105.0
2025-08-20,105.0
2025-08-21,105.0
2025-08-22,105.0
2025-08-23,105.0
2025-08-24,105.0
2025-08-25,105.0
2025-08-26,105.0
2025-08-27,105.0
2025-08-28,105.0
2025-08-29,105.0
2025-08-30,105.0
2025-08-31,105.0
2025-09-01,107.0
2025-09-02,107.0
2025-09-03,107.0
2025-09-04,107.0
2025-09-05,107.0
2025-09-06,107.0
2025-09-07,107.0
2025-09-08,107.0
2025-09-09,107.0
2025-09-10,107.0
2025-09-11,107.0
2025-09-12,107.0
2025-09-13,107.0
2025-09-14,107.0
2025-09-15,107.0
2025-09-16,107.0
2025-09-17,107.0
2025-09-18,107.0
2025-09-19,107.0
2025-09-20,107.0
2025-09-21,107.0
2025-09-22,107.0
2025-09-23,107.0
2025-09-24,107.0
2025-09-25,107.0
2025-09-26,107.0
2025-09-27,107.0
2025-09-28,107.0
2025-09-29,107.0
2025-09-30,107.0
