PeriodStart,Cost
2025-03-05,93.0
2025-03-06,93.5
2025-03-07,94.0
2025-03-08,94.5
2025-03-09,95.0
2025-03-10,95.5
2025-03-11,96.0
2025-03-12,96.5
2025-03-13,97.0
2025-03-14,97.5
2025-03-15,98.0
2025-03-16,98.5
2025-03-17,99.0
2025-03-18,99.5
2025-03-19,100.0
2025-03-20,100.5
2025-03-21,101.0
2025-03-22,101.5
2025-03-23,102.0
2025-03-24,102.5
2025-03-25,103.0
2025-03-26,103.5
2025-03-27,104.0
2025-03-28,104.5
2025-03-29,105.0
2025-03-30,105.5
2025-03-31,106.0
2025-04-01,106.5
2025-04-02,107.0
2025-04-03,107.5
2025-04-04,108.0
2025-04-05,108.5
2025-04-06,109.0
2025-04-07,109.5
2025-04-08,110.0
2025-04-09,110.5
2025-04-10,111.0
2025-04-11,111.5
2025-04-12,112.0
2025-04-13,112.5
2025-04-14,113.0
2025-04-15,113.5
2025-04-16,114.0
2025-04-17,114.5
2025-04-18,115.0
2025-04-19,115.5
2025-04-20,116.0
2025-04-21,116.5
2025-04-22,117.0
2025-04-23,117.5
2025-04-24,118.0
2025-04-25,118.5
2025-04-26,119.0
2025-04-27,119.5
2025-04-28,120.0
2025-04-29,120.5
2025-04-30,121.0
2025-05-01,121.5
2025-05-02,122.0
2025-05-03,122.5
2025-05-04,123.0
2025-05-05,123.5
2025-05-06,124.0
2025-05-07,124.5
2025-05-08,125.0
2025-05-09,125.5
2025-05-10,126.0
2025-05-11,126.5
2025-05-12,127.0
2025-05-13,127.5
2025-05-14,128.0
2025-05-15,128.5
2025-05-16,129.0
2025-05-17,129.5
2025-05-18,130.0
2025-05-19,130.5
2025-05-20,131.0
2025-05-21,131.5
2025-05-22,132.0
2025-05-23,132.5
2025-05-24,133.0
2025-05-25,133.5
2025-05-26,134.0
2025-05-27,134.5
2025-05-28,135.0
2025-05-29,135.5
2025-05-30,136.0
2025-05-31,136.5
2025-06-01,137.0
2025-06-02,137.5
2025-06-03,138.0
2025-06-04,138.5
2025-06-05,139.0
2025-06-06,139.5
2025-06-07,140.0
2025-06-08,140.5
2025-06-09,141.0
2025-06-10,141.5
2025-06-11,142.0
2025-06-12,142.5
2025-06-13,143.0
2025-06-14,143.5
2025-06-15,144.0
2025-06-16,144.5
2025-06-17,145.0
2025-06-18,145.5
2025-06-19,146.0
2025-06-20,146.5
2025-06-21,147.0
2025-06-22,147.5
2025-06-23,148.0
2025-06-24,148.5
2025-06-25,149.0
2025-06-26,149.5
2025-06-27,150.0
2025-06-28,150.5
2025-06-29,151.0
2025-06-30,151.5
2025-07-01,152.0
2025-07-02,152.5
2025-07-03,153.0
2025-07-04,153.5
2025-07-05,154.0
2025-07-06,154.5
2025-07-07,155.0
2025-07-08,155.5
2025-07-09,156.0
2025-07-10,156.5
2025-07-11,157.0
2025-07-12,157.5
2025-07-13,158.0
2025-07-14,158.5
2025-07-15,159.0
2025-07-16,159.5
2025-07-17,160.0
2025-07-18,160.5
2025-07-19,161.0
2025-07-20,161.5
2025-07-21,162.0
2025-07-22,162.5
2025-07-23,163.0
2025-07-24,163.5
2025-07-25,164.0
2025-07-26,164.5
2025-07-27,165.0
2025-07-28,165.5
2025-07-29,166.0
2025-07-30,166.5
2025-07-31,167.0
2025-08-01,167.5
2025-08-02,168.0
2025-08-03,168.5
2025-08-04,169.0
2025-08-05,169.5
2025-08-06,170.0
2025-08-07,170.5
2025-08-08,171.0
2025-08-09,171.5
2025-08-10,172.0
2025-08-11,172.5
2025-08-12,173.0
2025-08-13,173.5
2025-08-14,174.0
2025-08-15,174.5
2025-08-16,175.0
2025-08-17,175.5
2025-08-18,176.0
2025-08-19,176.5
2025-08-20,177.0
2025-08-21,177.5
2025-08-22,178.0
2025-08-23,178.5
2025-08-24,179.0
2025-08-25,179.5
2025-08-26,180.0
2025-08-27,180.5
2025-08-28,181.0
2025-08-29,181.5
2025-08-30,182.0
2025-08-31,182.5
2025-09-01,183.0
2025-09-02,183.5
2025-09-03,184.0
2025-09-04,184.5
2025-09-05,185.0
2025-09-06,185.5
2025-09-07,186.0
2025-09-08,186.5
2025-09-09,187.0
2025-09-10,187.5
2025-09-11,188.0
2025-09-12,188.5
2025-09-13,189.0
2025-09-14,189.5
2025-09-15,190.0
2025-09-16,190.5
2025-09-17,191.0
2025-09-18,191.5
2025-09-19,192.0
