PeriodStart,Cost
2025-01-26,150.575
2025-01-27,151.04999999999998
2025-01-28,151.525
2025-01-29,152.0
2025-01-30,152.475
2025-01-31,152.95
2025-02-01,153.42499999999998
2025-02-02,153.9
2025-02-03,154.375
2025-02-04,154.85
2025-02-05,155.325
2025-02-06,155.79999999999998
2025-02-07,156.275
2025-02-08,156.75
2025-02-09,157.225
2025-02-10,157.7
2025-02-11,158.17499999999998
2025-02-12,158.65
2025-02-13,159.125
2025-02-14,159.6
2025-02-15,160.075
2025-02-16,160.54999999999998
2025-02-17,161.025
2025-02-18,161.5
2025-02-19,161.975
2025-02-20,162.45
2025-02-21,162.92499999999998
2025-02-22,163.4
2025-02-23,163.875
2025-02-24,164.35
2025-02-25,164.825
2025-02-26,165.29999999999998
2025-02-27,165.775
2025-02-28,166.25
2025-03-01,170.23499999999999
2025-03-02,170.72
2025-03-03,171.20499999999998
2025-03-04,171.69
2025-03-05,172.17499999999998
2025-03-06,172.66
2025-03-07,173.14499999999998
2025-03-08,173.63
2025-03-09,174.115
2025-03-10,174.6
2025-03-11,175.085
2025-03-12,175.57
2025-03-13,176.055
2025-03-14,176.54
2025-03-15,177.025
2025-03-16,177.51
2025-03-17,177.995
2025-03-18,178.48
2025-03-19,178.965
2025-03-20,179.45
2025-03-21,179.935
2025-03-22,180.42
2025-03-23,180.905
2025-03-24,181.39
2025-03-25,181.875
2025-03-26,182.35999999999999
2025-03-27,182.845
2025-03-28,183.32999999999998
2025-03-29,183.815
2025-03-30,184.29999999999998
2025-03-31,184.785
2025-04-01,187.18
2025-04-02,187.67
2025-04-03,188.16
2025-04-04,188.65
2025-04-05,189.14
2025-04-06,189.63
2025-04-07,190.12
2025-04-08,190.60999999999999
2025-04-09,191.1
2025-04-10,191.59
2025-04-11,192.07999999999998
2025-04-12,192.57
2025-04-13,193.06
2025-04-14,193.54999999999998
2025-04-15,194.04
2025-04-16,194.53
2025-04-17,195.02
2025-04-18,195.51
2025-04-19,196.0
2025-04-20,196.49
2025-04-21,196.98
2025-04-22,197.47
2025-04-23,197.96
2025-04-24,198.45
2025-04-25,198.94
2025-04-26,199.43
2025-04-27,199.92
2025-04-28,200.41
2025-04-29,200.9
2025-04-30,201.39
2025-05-01,206.0
2025-05-02,206.5
2025-05-03,207.0
2025-05-04,207.5
2025-05-05,208.0
2025-05-06,208.5
2025-05-07,209.0
2025-05-08,209.5
2025-05-09,210.0
2025-05-10,210.5
2025-05-11,211.0
2025-05-12,211.5
2025-05-13,212.0
2025-05-14,212.5
2025-05-15,213.0
2025-05-16,213.5
2025-05-17,214.0
2025-05-18,214.5
2025-05-19,215.0
2025-05-20,215.5
2025-05-21,216.0
2025-05-22,216.5
2025-05-23,217.0
2025-05-24,217.5
2025-05-25,218.0
2025-05-26,218.5
2025-05-27,219.0
2025-05-28,219.5
2025-05-29,220.0
2025-05-30,220.5
2025-05-31,221.0
2025-06-01,225.93
2025-06-02,226.44
2025-06-03,226.95000000000002
2025-06-04,227.46
2025-06-05,227.97
2025-06-06,228.48000000000002
2025-06-07,228.99
2025-06-08,229.5
2025-06-09,230.01
2025-06-10,230.52
2025-06-11,231.03
2025-06-12,231.54
2025-06-13,232.05
2025-06-14,232.56
2025-06-15,233.07
2025-06-16,233.58
2025-06-17,234.09
2025-06-18,234.6
2025-06-19,235.11
2025-06-20,235.62
2025-06-21,236.13
2025-06-22,236.64000000000001
2025-06-23,237.15
2025-06-24,237.66
2025-06-25,238.17000000000002
2025-06-26,238.68
2025-06-27,239.19
2025-06-28,239.70000000000002
2025-06-29,240.21
2025-06-30,240.72
2025-07-01,243.595
2025-07-02,244.11
2025-07-03,244.625
2025-07-04,245.14000000000001
2025-07-05,245.655
2025-07-06,246.17000000000002
2025-07-07,246.685
2025-07-08,247.20000000000002
2025-07-09,247.715
2025-07-10,248.23000000000002
2025-07-11,248.745
2025-07-12,249.26000000000002
2025-07-13,249.775
2025-07-14,250.29000000000002
2025-07-15,250.805
2025-07-16,251.32
2025-07-17,251.835
2025-07-18,252.35
2025-07-19,252.865
2025-07-20,253.38
2025-07-21,253.895
2025-07-22,254.41
2025-07-23,254.925
2025-07-24,255.44
2025-07-25,255.955
2025-07-26,256.47
2025-07-27,256.985
2025-07-28,257.5
2025-07-29,258.015
2025-07-30,258.53000000000003
2025-07-31,259.045
2025-08-01,264.6
2025-08-02,265.125
2025-08-03,265.65000000000003
2025-08-04,266.175
2025-08-05,266.7
2025-08-06,267.225
2025-08-07,267.75
2025-08-08,268.27500000000003
2025-08-09,268.8
2025-08-10,269.325
2025-08-11,269.85
2025-08-12,270.375
2025-08-13,270.90000000000003
2025-08-14,271.425
2025-08-15,271.95
2025-08-16,272.475
2025-08-17,273.0
2025-08-18,273.52500000000003
2025-08-19,274.05
2025-08-20,274.575
2025-08-21,275.1
2025-08-22,275.625
2025-08-23,276.15000000000003
2025-08-24,276.675
2025-08-25,277.2
2025-08-26,277.725
2025-08-27,278.25
2025-08-28,278.77500000000003
2025-08-29,279.3
2025-08-30,279.825
2025-08-31,280.35
2025-09-01,286.225
2025-09-02,286.76
2025-09-03,287.295
2025-09-04,287.83000000000004
2025-09-05,288.365
2025-09-06,288.90000000000003
2025-09-07,289.435
2025-09-08,289.97
2025-09-09,290.505
2025-09-10,291.04
2025-09-11,291.575
2025-09-12,292.11
2025-09-13,292.64500000000004
2025-09-14,293.18
2025-09-15,293.71500000000003
2025-09-16,294.25
2025-09-17,294.785
2025-09-18,295.32
2025-09-19,295.855
2025-09-20,296.39000000000004
2025-09-21,296.925
2025-09-22,297.46000000000004
2025-09-23,297.995
2025-09-24,298.53000000000003
2025-09-25,299.065
2025-09-26,299.6
2025-09-27,300.135
2025-09-28,300.67
2025-09-29,301.20500000000004
2025-09-30,301.74
