PeriodStart,Cost,sma,es,hw,arima,sarima,theta,prophet,neural_prophet,darts,ensemble
2024-11-20,10.0,,,,,,,,,,
2024-11-21,10.0,,,,,,,,,,
2024-11-22,10.0,,,,,,,,,,
2024-11-23,10.0,,,,,,,,,,
2024-11-24,10.0,,,,,,,,,,
2024-11-25,10.0,,,,,,,,,,
2024-11-26,10.0,,,,,,,,,,
2024-11-27,10.837980218655384,,,,,,,,,,
2024-11-28,10.0,,,,,,,,,,
2024-11-29,10.0,,,,,,,,,,
2024-11-30,10.0,,,,,,,,,,
2024-12-01,10.0,,,,,,,,,,
2024-12-02,10.0,,,,,,,,,,
2024-12-03,10.0,,,,,,,,,,
2024-12-04,10.0,,,,,,,,,,
2024-12-05,10.0,,,,,,,,,,
2024-12-06,10.0,,,,,,,,,,
2024-12-07,10.0,,,,,,,,,,
2024-12-08,10.0,,,,,,,,,,
2024-12-09,10.0,,,,,,,,,,
2024-12-10,10.0,,,,,,,,,,
2024-12-11,10.0,,,,,,,,,,
2024-12-12,10.0,,,,,,,,,,
2024-12-13,10.616308969927532,,,,,,,,,,
2024-12-14,10.0,,,,,,,,,,
2024-12-15,10.0,,,,,,,,,,
2024-12-16,10.0,,,,,,,,,,
2024-12-17,10.0,,,,,,,,,,
2024-12-18,10.0,,,,,,,,,,
2024-12-19,10.0,,,,,,,,,,
2024-12-20,10.0,,,,,,,,,,
2024-12-21,10.0,,,,,,,,,,
2024-12-22,10.0,,,,,,,,,,
2024-12-23,10.0,,,,,,,,,,
2024-12-24,10.0,,,,,,,,,,
2024-12-25,10.0,,,,,,,,,,
2024-12-26,10.0,,,,,,,,,,
2024-12-27,10.0,,,,,,,,,,
2024-12-28,10.0,,,,,,,,,,
2024-12-29,10.0,,,,,,,,,,
2024-12-30,10.0,,,,,,,,,,
2024-12-31,10.0,,,,,,,,,,
2025-01-01,10.0,,,,,,,,,,
2025-01-02,10.0,,,,,,,,,,
2025-01-03,10.0,,,,,,,,,,
2025-01-04,10.0,,,,,,,,,,
2025-01-05,10.0,,,,,,,,,,
2025-01-06,10.0,,,,,,,,,,
2025-01-07,10.0,,,,,,,,,,
2025-01-08,10.0,,,,,,,,,,
2025-01-09,10.0,,,,,,,,,,
2025-01-10,10.0,,,,,,,,,,
2025-01-11,10.0,,,,,,,,,,
2025-01-12,10.0,,,,,,,,,,
2025-01-13,10.0,,,,,,,,,,
2025-01-14,10.0,,,,,,,,,,
2025-01-15,10.0,,,,,,,,,,
2025-01-16,10.0,,,,,,,,,,
2025-01-17,10.0,,,,,,,,,,
2025-01-18,10.0,,,,,,,,,,
2025-01-19,10.0,,,,,,,,,,
2025-01-20,10.0,,,,,,,,,,
2025-01-21,10.0,,,,,,,,,,
2025-01-22,10.565771900431924,,,,,,,,,,
2025-01-23,10.0,,,,,,,,,,
2025-01-24,10.0,,,,,,,,,,
2025-01-25,10.0,,,,,,,,,,
2025-01-26,10.0,,,,,,,,,,
2025-01-27,10.0,,,,,,,,,,
2025-01-28,10.0,,,,,,,,,,
2025-01-29,10.0,,,,,,,,,,
2025-01-30,10.0,,,,,,,,,,
2025-01-31,10.0,,,,,,,,,,
2025-02-01,10.0,,,,,,,,,,
2025-02-02,10.73670568848222,,,,,,,,,,
2025-02-03,10.0,,,,,,,,,,
2025-02-04,10.0,,,,,,,,,,
2025-02-05,10.0,,,,,,,,,,
2025-02-06,10.0,,,,,,,,,,
2025-02-07,10.0,,,,,,,,,,
2025-02-08,10.0,,,,,,,,,,
2025-02-09,10.0,,,,,,,,,,
2025-02-10,10.0,,,,,,,,,,
2025-02-11,10.0,,,,,,,,,,
2025-02-12,10.0,,,,,,,,,,
2025-02-13,10.0,,,,,,,,,,
2025-02-14,10.0,,,,,,,,,,
2025-02-15,10.0,,,,,,,,,,
2025-02-16,10.334130040501543,,,,,,,,,,
2025-02-17,10.0,,,,,,,,,,
2025-02-18,10.0,,,,,,,,,,
2025-02-19,10.0,,,,,,,,,,
2025-02-20,10.0,,,,,,,,,,
2025-02-21,10.0,,,,,,,,,,
2025-02-22,10.0,,,,,,,,,,
2025-02-23,10.0,,,,,,,,,,
2025-02-24,10.0,,,,,,,,,,
2025-02-25,10.0,,,,,,,,,,
2025-02-26,10.0,,,,,,,,,,
2025-02-27,10.0,,,,,,,,,,
2025-02-28,10.0,,,,,,,,,,
2025-03-01,10.0,,,,,,,,,,
2025-03-02,10.772104891354584,,,,,,,,,,
2025-03-03,10.0,,,,,,,,,,
2025-03-04,10.0,,,,,,,,,,
2025-03-05,10.0,,,,,,,,,,
2025-03-06,10.0,,,,,,,,,,
2025-03-07,10.0,,,,,,,,,,
2025-03-08,10.0,,,,,,,,,,
2025-03-09,10.0,,,,,,,,,,
2025-03-10,10.0,,,,,,,,,,
2025-03-11,10.0,,,,,,,,,,
2025-03-12,10.0,,,,,,,,,,
2025-03-13,10.0,,,,,,,,,,
2025-03-14,10.989133002683609,,,,,,,,,,
2025-03-15,10.0,,,,,,,,,,
2025-03-16,10.0,,,,,,,,,,
2025-03-17,10.0,,,,,,,,,,
2025-03-18,10.0,,,,,,,,,,
2025-03-19,10.0,,,,,,,,,,
2025-03-20,10.0,,,,,,,,,,
2025-03-21,10.0,,,,,,,,,,
2025-03-22,10.0,,,,,,,,,,
2025-03-23,10.0,,,,,,,,,,
2025-03-24,10.0,,,,,,,,,,
2025-03-25,10.0,,,,,,,,,,
2025-03-26,10.0,,,,,,,,,,
2025-03-27,10.0,,,,,,,,,,
2025-03-28,10.0,,,,,,,,,,
2025-03-29,10.0,,,,,,,,,,
2025-03-30,10.0,,,,,,,,,,
2025-03-31,10.0,,,,,,,,,,
2025-04-01,10.0,,,,,,,,,,
2025-04-02,10.0,,,,,,,,,,
2025-04-03,10.0,,,,,,,,,,
2025-04-04,10.0,,,,,,,,,,
2025-04-05,10.0,,,,,,,,,,
2025-04-06,10.0,,,,,,,,,,
2025-04-07,10.0,,,,,,,,,,
2025-04-08,10.0,,,,,,,,,,
2025-04-09,10.0,,,,,,,,,,
2025-04-10,10.0,,,,,,,,,,
2025-04-11,10.0,,,,,,,,,,
2025-04-12,10.53952743526168,,,,,,,,,,
2025-04-13,10.0,,,,,,,,,,
2025-04-14,10.0,,,,,,,,,,
2025-04-15,10.0,,,,,,,,,,
2025-04-16,10.0,,,,,,,,,,
2025-04-17,10.0,,,,,,,,,,
2025-04-18,10.0,,,,,,,,,,
2025-04-19,10.0,,,,,,,,,,
2025-04-20,10.0,,,,,,,,,,
2025-04-21,10.0,,,,,,,,,,
2025-04-22,10.0,,,,,,,,,,
2025-04-23,10.0,,,,,,,,,,
2025-04-24,10.0,,,,,,,,,,
2025-04-25,10.0,,,,,,,,,,
2025-04-26,10.0,,,,,,,,,,
2025-04-27,10.0,,,,,,,,,,
2025-04-28,10.0,,,,,,,,,,
2025-04-29,10.0,,,,,,,,,,
2025-04-30,10.0,,,,,,,,,,
2025-05-01,10.0,,,,,,,,,,
2025-05-02,10.0,,,,,,,,,,
2025-05-03,10.0,,,,,,,,,,
2025-05-04,10.44820732825687,,,,,,,,,,
2025-05-05,10.0,,,,,,,,,,
2025-05-06,10.0,,,,,,,,,,
2025-05-07,10.0,,,,,,,,,,
2025-05-08,10.0,,,,,,,,,,
2025-05-09,10.0,,,,,,,,,,
2025-05-10,10.0,,,,,,,,,,
2025-05-11,10.0,,,,,,,,,,
2025-05-12,10.0,,,,,,,,,,
2025-05-13,10.0,,,,,,,,,,
2025-05-14,10.0,,,,,,,,,,
2025-05-15,10.0,,,,,,,,,,
2025-05-16,10.720695946718353,,,,,,,,,,
2025-05-17,10.0,,,,,,,,,,
2025-05-18,10.0,,,,,,,,,,
2025-05-19,10.0,,,,,,,,,,
2025-05-20,10.0,,,,,,,,,,
2025-05-21,10.0,,,,,,,,,,
2025-05-22,10.0,,,,,,,,,,
2025-05-23,10.0,,,,,,,,,,
2025-05-24,10.0,,,,,,,,,,
2025-05-25,10.0,,,,,,,,,,
2025-05-26,10.0,,,,,,,,,,
2025-05-27,10.0,,,,,,,,,,
2025-05-28,10.0,,,,,,,,,,
2025-05-29,10.0,,,,,,,,,,
2025-05-30,10.0,,,,,,,,,,
2025-05-31,10.0,,,,,,,,,,
2025-06-01,10.0,,,,,,,,,,
2025-06-02,10.0,,,,,,,,,,
2025-06-03,10.0,,,,,,,,,,
2025-06-04,10.0,,,,,,,,,,
2025-06-05,10.0,,,,,,,,,,
2025-06-06,10.0,,,,,,,,,,
2025-06-07,10.0,,,,,,,,,,
2025-06-08,10.0,,,,,,,,,,
2025-06-09,10.0,,,,,,,,,,
2025-06-10,10.0,,,,,,,,,,
2025-06-11,10.0,,,,,,,,,,
2025-06-12,10.0,,,,,,,,,,
2025-06-13,10.0,,,,,,,,,,
2025-06-14,10.0,,,,,,,,,,
2025-06-15,10.0,,,,,,,,,,
2025-06-16,10.04869847231385,,,,,,,,,,
2025-06-17,10.0,,,,,,,,,,
2025-06-18,10.0,,,,,,,,,,
2025-06-19,10.0,,,,,,,,,,
2025-06-20,10.0,,,,,,,,,,
2025-06-21,10.0,,,,,,,,,,
2025-06-22,10.0,,,,,,,,,,
2025-06-23,10.0,,,,,,,,,,
2025-06-24,10.0,,,,,,,,,,
2025-06-25,10.0,,,,,,,,,,
2025-06-26,10.0,,,,,,,,,,
2025-06-27,10.858125304624824,,,,,,,,,,
2025-06-28,10.0,,,,,,,,,,
2025-06-29,10.0,,,,,,,,,,
2025-06-30,10.0,,,,,,,,,,
2025-07-01,10.0,,,,,,,,,,
2025-07-02,10.0,,,,,,,,,,
2025-07-03,10.895634881383698,,,,,,,,,,
2025-07-04,10.0,,,,,,,,,,
2025-07-05,10.0,,,,,,,,,,
2025-07-06,10.0,,,,,,,,,,
2025-07-07,10.0,,,,,,,,,,
2025-07-08,10.0,,,,,,,,,,
2025-07-09,10.0,,,,,,,,,,
2025-07-10,10.0,,,,,,,,,,
2025-07-11,10.0,,,,,,,,,,
2025-07-12,10.0,,,,,,,,,,
2025-07-13,10.0,,,,,,,,,,
2025-07-14,10.0,,,,,,,,,,
2025-07-15,10.0,,,,,,,,,,
2025-07-16,10.0,,,,,,,,,,
2025-07-17,10.0,,,,,,,,,,
2025-07-18,10.0,,,,,,,,,,
2025-07-19,10.0,,,,,,,,,,
2025-07-20,10.0,,,,,,,,,,
2025-07-21,10.0,,,,,,,,,,
2025-07-22,10.0,,,,,,,,,,
2025-07-23,10.0,,,,,,,,,,
2025-07-24,10.0,,,,,,,,,,
2025-07-25,10.0,,,,,,,,,,
2025-07-26,10.0,,,,,,,,,,
2025-07-27,10.0,,,,,,,,,,
2025-07-28,10.0,,,,,,,,,,
2025-07-29,10.0,,,,,,,,,,
2025-07-30,10.0,,,,,,,,,,
2025-07-31,10.0,,,,,,,,,,
2025-08-01,10.0,,,,,,,,,,
2025-08-02,10.0,,,,,,,,,,
2025-08-03,10.0,,,,,,,,,,
2025-08-04,10.0,,,,,,,,,,
2025-08-05,10.0,,,,,,,,,,
2025-08-06,10.0,,,,,,,,,,
2025-08-07,10.0,,,,,,,,,,
2025-08-08,10.0,,,,,,,,,,
2025-08-09,10.0,,,,,,,,,,
2025-08-10,10.0,,,,,,,,,,
2025-08-11,10.0,,,,,,,,,,
2025-08-12,10.0,,,,,,,,,,
2025-08-13,10.0,,,,,,,,,,
2025-08-14,10.0,,,,,,,,,,
2025-08-15,10.0,,,,,,,,,,
2025-08-16,10.0,,,,,,,,,,
2025-08-17,10.0,,,,,,,,,,
2025-08-18,10.0,,,,,,,,,,
2025-08-19,10.0,,,,,,,,,,
2025-08-20,10.0,,,,,,,,,,
2025-08-21,10.0,,,,,,,,,,
2025-08-22,10.0,,,,,,,,,,
2025-08-23,10.0,,,,,,,,,,
2025-08-24,10.0,,,,,,,,,,
2025-08-25,10.0,,,,,,,,,,
2025-08-26,10.0,,,,,,,,,,
2025-08-27,10.0,,,,,,,,,,
2025-08-28,10.0,,,,,,,,,,
2025-08-29,10.0,,,,,,,,,,
2025-08-30,10.0,,,,,,,,,,
2025-08-31,10.0,,,,,,,,,,
2025-09-01,10.0,,,,,,,,,,
2025-09-02,10.0,,,,,,,,,,
2025-09-03,10.0,,,,,,,,,,
2025-09-04,10.0,,,,,,,,,,
2025-09-05,10.0,,,,,,,,,,
2025-09-06,10.0,,,,,,,,,,
2025-09-07,10.0,,,,,,,,,,
2025-09-08,10.0,,,,,,,,,,
2025-09-09,10.0,,,,,,,,,,
2025-09-10,10.0,,,,,,,,,,
2025-09-11,10.0,,,,,,,,,,
2025-09-12,10.0,,,,,,,,,,
2025-09-13,10.0,,,,,,,,,,
2025-09-14,10.0,,,,,,,,,,
2025-09-15,10.0,,,,,,,,,,
2025-09-16,10.0,,,,,,,,,,
2025-09-17,10.0,,,,,,,,,,
2025-09-18,10.0,,,,,,,,,,
2025-09-19,10.0,,,,,,,,,,
2025-09-20,,10.0,10.0,9.98551327438869,10.025747082610295,10.007042926250925,9.980135760950061,9.983602541765201,,,9.997434512280739
2025-09-21,,10.0,10.0,9.97730547655555,10.024892844936458,9.995270276827306,9.980108004564354,9.98080453351894,,,9.994054448057515
2025-09-22,,10.0,10.0,10.016838025795057,10.024921186866084,10.04533456482696,9.980080248178647,9.978300066536379,,,10.00649629888616
2025-09-23,,10.0,10.0,9.990686042238117,10.024920246536478,10.019099587160486,9.98005249179294,9.976166662534572,,,9.998703575751799
2025-09-24,,10.0,10.0,9.98198751275536,10.024920277734768,9.995291655043973,9.980024735407234,9.97447273627893,,,9.993813845317181
2025-09-25,,10.0,10.0,10.057872896344604,10.024920276699671,10.053957364104448,9.979996979021527,9.973275508587525,,,10.012860432108255
2025-09-26,,10.0,10.0,9.970087308084526,10.024920276734013,9.995320589039649,9.97996922263582,9.972619235066494,,,9.99184523308007
2025-09-27,,10.0,10.0,9.991190992942963,10.024920276732875,10.026947272786947,9.979941466250112,9.97253380311301,,,9.999361973117987
2025-09-28,,10.0,10.0,9.970733278436503,10.024920276732912,9.995155407860878,9.979913709864405,9.973033738814097,,,9.991965201672686
2025-09-29,,10.0,10.0,9.970439714951114,10.02492027673291,9.995155407866626,9.9798859534787,9.974117653268099,,,9.99207414375678
2025-09-30,,10.0,10.0,9.990651548885436,10.02492027673291,10.035531301557102,9.979858197092993,9.975768144923657,,,10.00096135274173
2025-10-01,,10.0,10.0,10.021109410802461,10.02492027673291,10.034323867774859,9.979830440707286,9.977952161155335,,,10.005448022453264
2025-10-02,,10.0,10.0,9.980296747429904,10.02492027673291,10.006885334043911,9.979802684321578,9.98062180887077,,,9.996075264485583
2025-10-03,,10.0,10.0,9.972093010508148,10.02492027673291,9.994349602764338,9.979774927935871,9.98371559086941,,,9.993550486972953
2025-10-04,,10.0,10.0,10.011604678830311,10.02492027673291,10.051323349123857,9.979747171550166,9.987160032330012,,,10.007822215509607
2025-10-05,,10.0,10.0,9.985466131243516,10.02492027673291,10.021457054038823,9.979719415164459,9.990871650554073,,,10.000347789676255
2025-10-06,,10.0,10.0,9.976771919462777,10.02492027673291,9.994353261737395,9.979691658778751,9.994759211260623,,,9.995785189710352
2025-10-07,,10.0,10.0,10.052617424070242,10.02492027673291,10.06114034978304,9.979663902393044,9.998726206596922,,,10.016724022796593
2025-10-08,,10.0,10.0,9.964877478964924,10.02492027673291,9.994386201508242,9.979636146007337,10.002673483828769,,,9.995213369577455
2025-10-09,,10.0,10.0,9.985969908822801,10.02492027673291,10.030391120498855,9.97960838962163,10.006501949577213,,,10.003913092179058
2025-10-10,,10.0,10.0,9.965522657969547,10.02492027673291,9.994198153497829,9.979580633235924,10.010115272581737,,,9.996333856288278
2025-10-11,,10.0,10.0,9.965229020975908,10.02492027673291,9.994198153504371,9.979552876850217,10.013422508337987,,,9.996760405200197
2025-10-12,,10.0,10.0,9.985430064515743,10.02492027673291,10.040163478010324,9.97952512046451,10.01634057155614,,,10.006625644468517
2025-10-13,,10.0,10.0,10.015871779911548,10.02492027673291,10.03878889331269,9.979497364078803,10.018796487123787,,,10.011124971594247
2025-10-14,,10.0,10.0,9.975080220471117,10.02492027673291,10.006576923816759,9.979469607693096,10.0207293569825,,,10.000968055099483
2025-10-15,,10.0,10.0,9.966880544460745,10.02492027673291,9.993935555414375,9.97944185130739,10.022091988829557,,,9.998181459534996
2025-10-16,,10.0,10.0,10.006371331865566,10.02492027673291,10.051865811610456,9.979414094921683,10.022852142574122,,,10.012203379672105
2025-10-17,,10.0,10.0,9.980246220248917,10.02492027673291,10.021496815640688,9.979386338535976,10.022993361705602,,,10.004149001837728
2025-10-18,,10.0,10.0,9.971556326170194,10.02492027673291,9.993936761426589,9.979358582150269,10.022515368832929,,,9.998898187901842
2025-10-19,,10.0,10.0,10.047361951795878,10.02492027673291,10.061848131359639,9.979330825764562,10.021434017264845,,,10.019270743273978
2025-10-20,,10.0,10.0,9.95966764984532,10.02492027673291,9.993970255736327,9.979303069378854,10.019780803249619,,,9.996806007849004
2025-10-21,,10.0,10.0,9.980748824702635,10.02492027673291,10.030581275069238,9.979275312993149,10.017601956000167,,,10.004732520785442
2025-10-22,,10.0,10.0,9.960312037502591,10.02492027673291,9.993779042159488,9.979247556607442,10.014957134534567,,,9.996173721076714
2025-10-23,,10.0,10.0,9.960018327000705,10.02492027673291,9.99377904216614,9.979219800221735,10.011917771314229,,,9.995693602490816
2025-10-24,,10.0,10.0,9.98020858014605,10.02492027673291,10.04051813869261,9.979192043836028,10.008565112351304,,,10.004772021679843
2025-10-25,,10.0,10.0,10.010634149020632,10.02492027673291,10.039120414482957,9.97916428745032,10.004988011606548,,,10.00840387704191
2025-10-26,,10.0,10.0,9.96986369351233,10.02492027673291,10.006247635119509,9.979136531064615,10.001280543884654,,,9.997349811473429
2025-10-27,,10.0,10.0,9.961668078413343,10.02492027673291,9.993591642857796,9.979108774678908,9.997539504883218,,,9.993832611080881
2025-10-28,,10.0,10.0,10.001137984900822,10.02492027673291,10.051654313350308,9.9790810182932,9.993861869451614,,,10.007236494675551
2025-10-29,,10.0,10.0,9.975026309254316,10.02492027673291,10.021215726058609,9.979053261907493,9.99034227941593,,,9.998651121909896
2025-10-30,,10.0,10.0,9.966340732877612,10.02492027673291,9.993592509294743,9.979025505521786,9.987070630539222,,,9.992992807852326
2025-10-31,,10.0,10.0,10.042106479521516,10.02492027673291,10.061659519023033,9.978997749136079,9.984129824386047,,,10.013116264114226
2025-11-01,,10.0,10.0,9.954457820725715,10.02492027673291,9.993626080371987,9.978969992750374,9.981593745182343,,,9.990509702251902
2025-11-02,,10.0,10.0,9.97552774058247,10.02492027673291,10.030321005115303,9.978942236364666,9.979525514392776,,,9.998462396169732
2025-11-03,,10.0,10.0,9.955101417035635,10.02492027673291,9.993434428570433,9.97891447997896,9.977976066919615,,,9.990049524176793
2025-11-04,,10.0,10.0,9.9548076330255,10.02492027673291,9.993434428577102,9.978886723593252,9.976983082835376,,,9.989861734966306
2025-11-05,,10.0,10.0,9.974987095776358,10.02492027673291,10.040280642117716,9.978858967207545,9.976570297711032,,,9.999373897077936
2025-11-06,,10.0,10.0,10.005396518129716,10.02492027673291,10.038879714593172,9.97883121082184,9.97674720322564,,,10.003539274786181
2025-11-07,,10.0,10.0,9.964647166553544,10.02492027673291,10.005915456114364,9.978803454436132,9.977509138190221,,,9.993113641718168
2025-11-08,,10.0,10.0,9.95645561236594,10.02492027673291,9.99325743940087,9.978775698050425,9.978837758737331,,,9.990320969326783
2025-11-09,,10.0,10.0,9.995904637936077,10.02492027673291,10.05133844064674,9.978747941664718,9.980701865559242,,,10.004516166077098
2025-11-10,,10.0,10.0,9.969806398259715,10.02492027673291,10.020890219490777,9.97872018527901,9.983058556043783,,,9.99677080511517
2025-11-11,,10.0,10.0,9.961125139585029,10.02492027673291,9.993258258828764,9.978692428893304,9.985854660249696,,,9.991978680612814
2025-11-12,,10.0,10.0,10.036851007247153,10.02492027673291,10.061346814528875,9.978664672507598,9.98902841214094,,,10.012973026165355
2025-11-13,,10.0,10.0,9.94924799160611,10.02492027673291,9.993291840533308,9.978636916121891,9.992511301569627,,,9.991229760937694
2025-11-14,,10.0,10.0,9.970306656462304,10.02492027673291,10.029998380709587,9.978609159736184,9.996230048323234,,,10.00000921742346
2025-11-15,,10.0,10.0,9.94989079656868,10.02492027673291,9.993100128066184,9.978581403350477,10.000108637235158,,,9.992371605993343
2025-11-16,,10.0,10.0,9.949596939050293,10.02492027673291,9.993100128072854,9.97855364696477,10.004070352947515,,,9.992891620538334
2025-11-17,,10.0,10.0,9.969765611406665,10.02492027673291,10.03996117034133,9.978525890579064,10.008039754396256,,,10.00303038620803
2025-11-18,,10.0,10.0,10.000158887238804,10.02492027673291,10.038559799366366,9.978498134193357,10.011944532391073,,,10.007725947131787
2025-11-19,,10.0,10.0,9.959430639594759,10.02492027673291,10.00558287698988,9.97847037780765,10.015717198659512,,,9.997731624254959
2025-11-20,,10.0,10.0,9.951243146318538,10.02492027673291,9.992924580021706,9.978442621421943,10.019296561236757,,,9.995261026533123
2025-11-21,,10.0,10.0,9.990671290971331,10.02492027673291,10.051008118882681,9.978414865036235,10.022628948887414,,,10.009663357215796
2025-11-22,,10.0,10.0,9.964586487265114,10.02492027673291,10.020558564064157,9.978387108650528,10.025669156080077,,,10.00201737039897
2025-11-23,,10.0,10.0,9.955909546292446,10.02492027673291,9.992925392941908,9.978359352264823,10.028381089608555,,,9.997213665405807
2025-11-24,,10.0,10.0,10.03159553497279,10.02492027673291,10.061016931355411,9.978331595879116,10.030738107953196,,,10.018086063841919
2025-11-25,,10.0,10.0,9.944038162486507,10.02492027673291,9.99295897611764,9.978303839493408,10.032723054578652,,,9.99613490134416
2025-11-26,,10.0,10.0,9.965085572342138,10.02492027673291,10.029667124274646,9.978276083107701,10.0343279962476,,,10.004611007529286
2025-11-27,,10.0,10.0,9.944680176101723,10.02492027673291,9.992767255252282,9.978248326721994,10.035553686780158,,,9.996595674512724
2025-11-28,,10.0,10.0,9.944386245075087,10.02492027673291,9.992767255258952,9.978220570336289,10.036408785211727,,,9.996671876087854
2025-11-29,,10.0,10.0,9.964544127036971,10.02492027673291,10.03963035034016,9.978192813950582,10.036908864732569,,,10.006313776113315
2025-11-30,,10.0,10.0,9.994921256347888,10.02492027673291,10.038228917976204,9.978165057564874,10.037075254901858,,,10.010472966217675
2025-12-01,,10.0,10.0,9.954214112635972,10.02492027673291,10.005250242474933,9.978137301179167,10.036933764232717,,,9.9999222424651
2025-12-02,,10.0,10.0,9.946030680271136,10.02492027673291,9.992591906709743,9.97810954479346,10.036513333208127,,,9.996880820245053
2025-12-03,,10.0,10.0,9.985437944006588,10.02492027673291,10.050675796865086,9.978081788407755,10.035844669027624,,,10.010708639291423
2025-12-04,,10.0,10.0,9.959366576270513,10.02492027673291,10.020226057421185,9.978054032022047,10.034958912877798,,,10.00250369361778
2025-12-05,,10.0,10.0,9.950693952999863,10.02492027673291,9.992592718729055,9.97802627563634,10.033886388294578,,,9.997159944627535
2025-12-06,,10.0,10.0,10.026340062698429,10.02492027673291,10.06068467005404,9.977998519250633,10.032655475329584,,,10.01751414343794
2025-12-07,,10.0,10.0,9.938828333366903,10.02492027673291,9.99262630210845,9.977970762864926,10.031291649885263,,,9.995091046422635
2025-12-08,,10.0,10.0,9.959864488221973,10.02492027673291,10.029334672866028,9.977943006479219,10.02981672092997,,,10.003125595032872
2025-12-09,,10.0,10.0,9.939469555634767,10.02492027673291,9.992434580080484,9.977915250093513,10.028248290573742,,,9.994712564730774
2025-12-10,,10.0,10.0,9.939175551099881,10.02492027673291,9.992434580087155,9.977887493707806,10.026599453441085,,,9.994431050724119
2025-12-11,,10.0,10.0,9.959322642667278,10.02492027673291,10.039297959349183,9.977859737322099,10.024878742707882,,,10.003754194111336
2025-12-12,,10.0,10.0,9.989683625456973,10.02492027673291,10.037896518486852,9.977831980936392,10.02309032088125,,,10.007631817499197
2025-12-13,,10.0,10.0,9.948997585677185,10.02492027673291,10.004917600292012,9.977804224550685,10.021234404206126,,,9.996839155922702
2025-12-14,,10.0,10.0,9.940818214223734,10.02492027673291,9.992259259155963,9.97777646816498,10.01930790079208,,,9.993583159867097
2025-12-15,,10.0,10.0,9.980204597041842,10.02492027673291,10.05034319794269,9.977748711779272,10.017305234462453,,,10.007217431137022
2025-12-16,,10.0,10.0,9.954146665275914,10.02492027673291,10.019893432940203,9.977720955393565,10.01521931921236,,,9.99884294993642
2025-12-17,,10.0,10.0,9.94547835970728,10.02492027673291,9.992260071050561,9.977693199007858,10.013042643263237,,,9.993342078537408
2025-12-18,,10.0,10.0,10.021084590424065,10.02492027673291,10.060352079536885,9.97766544262215,10.010768417224496,,,10.013541543791503
2025-12-19,,10.0,10.0,9.933618504247297,10.02492027673291,9.992293654458148,9.977637686236443,10.00839173797402,,,9.990980265664117
2025-12-20,,10.0,10.0,9.954643404101807,10.02492027673291,10.029002056031404,9.977609929850738,10.00591071865697,,,9.998869483624832
2025-12-21,,10.0,10.0,9.934258935167811,10.02492027673291,9.99210193226924,9.97758217346503,10.003327535726578,,,9.990312979051652
