PeriodStart,Cost,sma,es,hw,arima,sarima,theta,prophet,neural_prophet,darts,ensemble
2024-12-01,136.0,,,,,,,,,,
2024-12-02,136.5,,,,,,,,,,
2024-12-03,165.48283549329898,,,,,,,,,,
2024-12-04,137.5,,,,,,,,,,
2024-12-05,138.0,,,,,,,,,,
2024-12-06,138.5,,,,,,,,,,
2024-12-07,139.0,,,,,,,,,,
2024-12-08,139.5,,,,,,,,,,
2024-12-09,140.0,,,,,,,,,,
2024-12-10,140.5,,,,,,,,,,
2024-12-11,141.0,,,,,,,,,,
2024-12-12,141.5,,,,,,,,,,
2024-12-13,170.8802383308042,,,,,,,,,,
2024-12-14,144.49153468805736,,,,,,,,,,
2024-12-15,143.0,,,,,,,,,,
2024-12-16,143.5,,,,,,,,,,
2024-12-17,144.0,,,,,,,,,,
2024-12-18,144.5,,,,,,,,,,
2024-12-19,145.0,,,,,,,,,,
2024-12-20,145.5,,,,,,,,,,
2024-12-21,146.0,,,,,,,,,,
2024-12-22,146.5,,,,,,,,,,
2024-12-23,147.0,,,,,,,,,,
2024-12-24,147.5,,,,,,,,,,
2024-12-25,148.0,,,,,,,,,,
2024-12-26,194.85992834661445,,,,,,,,,,
2024-12-27,163.81701724074867,,,,,,,,,,
2024-12-28,149.5,,,,,,,,,,
2024-12-29,150.0,,,,,,,,,,
2024-12-30,150.5,,,,,,,,,,
2024-12-31,151.0,,,,,,,,,,
2025-01-01,151.5,,,,,,,,,,
2025-01-02,152.0,,,,,,,,,,
2025-01-03,152.5,,,,,,,,,,
2025-01-04,153.0,,,,,,,,,,
2025-01-05,153.5,,,,,,,,,,
2025-01-06,160.81468807373395,,,,,,,,,,
2025-01-07,154.5,,,,,,,,,,
2025-01-08,155.0,,,,,,,,,,
2025-01-09,155.5,,,,,,,,,,
2025-01-10,156.0,,,,,,,,,,
2025-01-11,156.5,,,,,,,,,,
2025-01-12,157.0,,,,,,,,,,
2025-01-13,157.5,,,,,,,,,,
2025-01-14,158.0,,,,,,,,,,
2025-01-15,158.5,,,,,,,,,,
2025-01-16,159.0,,,,,,,,,,
2025-01-17,159.5,,,,,,,,,,
2025-01-18,160.0,,,,,,,,,,
2025-01-19,160.5,,,,,,,,,,
2025-01-20,172.98574908768975,,,,,,,,,,
2025-01-21,161.5,,,,,,,,,,
2025-01-22,192.2461657970905,,,,,,,,,,
2025-01-23,162.5,,,,,,,,,,
2025-01-24,163.0,,,,,,,,,,
2025-01-25,198.70202556459228,,,,,,,,,,
2025-01-26,181.11350989671723,,,,,,,,,,
2025-01-27,164.5,,,,,,,,,,
2025-01-28,165.0,,,,,,,,,,
2025-01-29,165.5,,,,,,,,,,
2025-01-30,166.0,,,,,,,,,,
2025-01-31,166.5,,,,,,,,,,
2025-02-01,167.0,,,,,,,,,,
2025-02-02,208.22140693085473,,,,,,,,,,
2025-02-03,168.0,,,,,,,,,,
2025-02-04,168.5,,,,,,,,,,
2025-02-05,169.0,,,,,,,,,,
2025-02-06,198.60158854301375,,,,,,,,,,
2025-02-07,170.0,,,,,,,,,,
2025-02-08,170.5,,,,,,,,,,
2025-02-09,171.0,,,,,,,,,,
2025-02-10,171.5,,,,,,,,,,
2025-02-11,172.0,,,,,,,,,,
2025-02-12,172.5,,,,,,,,,,
2025-02-13,173.0,,,,,,,,,,
2025-02-14,173.5,,,,,,,,,,
2025-02-15,174.0,,,,,,,,,,
2025-02-16,193.74087838228152,,,,,,,,,,
2025-02-17,175.0,,,,,,,,,,
2025-02-18,175.5,,,,,,,,,,
2025-02-19,219.13558427539297,,,,,,,,,,
2025-02-20,176.5,,,,,,,,,,
2025-02-21,225.31519972625327,,,,,,,,,,
2025-02-22,177.5,,,,,,,,,,
2025-02-23,178.0,,,,,,,,,,
2025-02-24,178.5,,,,,,,,,,
2025-02-25,179.0,,,,,,,,,,
2025-02-26,179.5,,,,,,,,,,
2025-02-27,201.6762100480482,,,,,,,,,,
2025-02-28,180.5,,,,,,,,,,
2025-03-01,181.0,,,,,,,,,,
2025-03-02,227.7452224676829,,,,,,,,,,
2025-03-03,182.0,,,,,,,,,,
2025-03-04,182.5,,,,,,,,,,
2025-03-05,183.0,,,,,,,,,,
2025-03-06,183.5,,,,,,,,,,
2025-03-07,184.0,,,,,,,,,,
2025-03-08,184.5,,,,,,,,,,
2025-03-09,185.0,,,,,,,,,,
2025-03-10,185.5,,,,,,,,,,
2025-03-11,186.0,,,,,,,,,,
2025-03-12,186.5,,,,,,,,,,
2025-03-13,187.0,,,,,,,,,,
2025-03-14,248.7026045410481,,,,,,,,,,
2025-03-15,188.0,,,,,,,,,,
2025-03-16,188.5,,,,,,,,,,
2025-03-17,189.0,,,,,,,,,,
2025-03-18,189.5,,,,,,,,,,
2025-03-19,190.0,,,,,,,,,,
2025-03-20,190.5,,,,,,,,,,
2025-03-21,191.0,,,,,,,,,,
2025-03-22,191.5,,,,,,,,,,
2025-03-23,192.0,,,,,,,,,,
2025-03-24,192.5,,,,,,,,,,
2025-03-25,193.0,,,,,,,,,,
2025-03-26,205.0530713782021,,,,,,,,,,
2025-03-27,194.0,,,,,,,,,,
2025-03-28,194.5,,,,,,,,,,
2025-03-29,195.0,,,,,,,,,,
2025-03-30,195.5,,,,,,,,,,
2025-03-31,227.7059770425346,,,,,,,,,,
2025-04-01,196.5,,,,,,,,,,
2025-04-02,197.0,,,,,,,,,,
2025-04-03,197.5,,,,,,,,,,
2025-04-04,198.0,,,,,,,,,,
2025-04-05,198.5,,,,,,,,,,
2025-04-06,199.0,,,,,,,,,,
2025-04-07,199.5,,,,,,,,,,
2025-04-08,200.0,,,,,,,,,,
2025-04-09,200.5,,,,,,,,,,
2025-04-10,201.0,,,,,,,,,,
2025-04-11,225.87762455609405,,,,,,,,,,
2025-04-12,237.96489883454348,,,,,,,,,,
2025-04-13,202.5,,,,,,,,,,
2025-04-14,259.57163972150863,,,,,,,,,,
2025-04-15,203.5,,,,,,,,,,
2025-04-16,255.7440093224054,,,,,,,,,,
2025-04-17,204.5,,,,,,,,,,
2025-04-18,205.0,,,,,,,,,,
2025-04-19,205.5,,,,,,,,,,
2025-04-20,206.0,,,,,,,,,,
2025-04-21,206.5,,,,,,,,,,
2025-04-22,207.0,,,,,,,,,,
2025-04-23,207.5,,,,,,,,,,
2025-04-24,244.47605385455424,,,,,,,,,,
2025-04-25,215.7231293522291,,,,,,,,,,
2025-04-26,209.0,,,,,,,,,,
2025-04-27,209.5,,,,,,,,,,
2025-04-28,210.0,,,,,,,,,,
2025-04-29,210.5,,,,,,,,,,
2025-04-30,211.0,,,,,,,,,,
2025-05-01,211.5,,,,,,,,,,
2025-05-02,212.0,,,,,,,,,,
2025-05-03,212.5,,,,,,,,,,
2025-05-04,244.50449310317552,,,,,,,,,,
2025-05-05,213.5,,,,,,,,,,
2025-05-06,214.0,,,,,,,,,,
2025-05-07,215.0177537887011,,,,,,,,,,
2025-05-08,234.72566846332776,,,,,,,,,,
2025-05-09,215.5,,,,,,,,,,
2025-05-10,216.0,,,,,,,,,,
2025-05-11,216.5,,,,,,,,,,
2025-05-12,217.0,,,,,,,,,,
2025-05-13,217.5,,,,,,,,,,
2025-05-14,218.0,,,,,,,,,,
2025-05-15,218.5,,,,,,,,,,
2025-05-16,271.0846960693352,,,,,,,,,,
2025-05-17,289.2702049777993,,,,,,,,,,
2025-05-18,220.0,,,,,,,,,,
2025-05-19,220.5,,,,,,,,,,
2025-05-20,221.0,,,,,,,,,,
2025-05-21,221.5,,,,,,,,,,
2025-05-22,222.0,,,,,,,,,,
2025-05-23,222.5,,,,,,,,,,
2025-05-24,223.0,,,,,,,,,,
2025-05-25,223.5,,,,,,,,,,
2025-05-26,224.0,,,,,,,,,,
2025-05-27,224.5,,,,,,,,,,
2025-05-28,225.0,,,,,,,,,,
2025-05-29,225.5,,,,,,,,,,
2025-05-30,226.0,,,,,,,,,,
2025-05-31,226.5,,,,,,,,,,
2025-06-01,227.0,,,,,,,,,,
2025-06-02,227.5,,,,,,,,,,
2025-06-03,228.0,,,,,,,,,,
2025-06-04,302.81465648076494,,,,,,,,,,
2025-06-05,264.1380440845544,,,,,,,,,,
2025-06-06,229.5,,,,,,,,,,
2025-06-07,261.2386185665291,,,,,,,,,,
2025-06-08,230.5,,,,,,,,,,
2025-06-09,231.0,,,,,,,,,,
2025-06-10,273.9344973459745,,,,,,,,,,
2025-06-11,232.0,,,,,,,,,,
2025-06-12,232.5,,,,,,,,,,
2025-06-13,233.0,,,,,,,,,,
2025-06-14,233.5,,,,,,,,,,
2025-06-15,262.780074795706,,,,,,,,,,
2025-06-16,238.26853128000735,,,,,,,,,,
2025-06-17,243.474841675934,,,,,,,,,,
2025-06-18,235.5,,,,,,,,,,
2025-06-19,291.54854832875503,,,,,,,,,,
2025-06-20,236.5,,,,,,,,,,
2025-06-21,237.0,,,,,,,,,,
2025-06-22,237.5,,,,,,,,,,
2025-06-23,238.0,,,,,,,,,,
2025-06-24,238.5,,,,,,,,,,
2025-06-25,239.0,,,,,,,,,,
2025-06-26,239.5,,,,,,,,,,
2025-06-27,307.96352412628596,,,,,,,,,,
2025-06-28,240.5,,,,,,,,,,
2025-06-29,241.0,,,,,,,,,,
2025-06-30,241.5,,,,,,,,,,
2025-07-01,242.0,,,,,,,,,,
2025-07-02,242.5,,,,,,,,,,
2025-07-03,314.8209611381587,,,,,,,,,,
2025-07-04,243.5,,,,,,,,,,
2025-07-05,244.0,,,,,,,,,,
2025-07-06,313.30664544435086,,,,,,,,,,
2025-07-07,245.0,,,,,,,,,,
2025-07-08,314.633718532736,,,,,,,,,,
2025-07-09,246.0,,,,,,,,,,
2025-07-10,294.5196008080897,,,,,,,,,,
2025-07-11,247.0,,,,,,,,,,
2025-07-12,247.5,,,,,,,,,,
2025-07-13,248.0,,,,,,,,,,
2025-07-14,248.5,,,,,,,,,,
2025-07-15,249.0,,,,,,,,,,
2025-07-16,249.5,,,,,,,,,,
2025-07-17,250.0,,,,,,,,,,
2025-07-18,317.24633370802934,,,,,,,,,,
2025-07-19,251.0,,,,,,,,,,
2025-07-20,251.5,,,,,,,,,,
2025-07-21,252.0,,,,,,,,,,
2025-07-22,252.5,,,,,,,,,,
2025-07-23,253.0,,,,,,,,,,
2025-07-24,253.5,,,,,,,,,,
2025-07-25,254.0,,,,,,,,,,
2025-07-26,304.488950402117,,,,,,,,,,
2025-07-27,255.0,,,,,,,,,,
2025-07-28,255.5,,,,,,,,,,
2025-07-29,256.0,,,,,,,,,,
2025-07-30,256.5,,,,,,,,,,
2025-07-31,257.0,,,,,,,,,,
2025-08-01,257.5,,,,,,,,,,
2025-08-02,258.0,,,,,,,,,,
2025-08-03,258.5,,,,,,,,,,
2025-08-04,259.0,,,,,,,,,,
2025-08-05,259.5,,,,,,,,,,
2025-08-06,260.0,,,,,,,,,,
2025-08-07,260.5,,,,,,,,,,
2025-08-08,261.0,,,,,,,,,,
2025-08-09,261.5,,,,,,,,,,
2025-08-10,262.0,,,,,,,,,,
2025-08-11,262.5,,,,,,,,,,
2025-08-12,263.0,,,,,,,,,,
2025-08-13,263.5,,,,,,,,,,
2025-08-14,264.0,,,,,,,,,,
2025-08-15,264.5,,,,,,,,,,
2025-08-16,265.0,,,,,,,,,,
2025-08-17,265.5,,,,,,,,,,
2025-08-18,266.0,,,,,,,,,,
2025-08-19,266.5,,,,,,,,,,
2025-08-20,293.3786618153713,,,,,,,,,,
2025-08-21,267.5,,,,,,,,,,
2025-08-22,296.52122318359676,,,,,,,,,,
2025-08-23,268.5,,,,,,,,,,
2025-08-24,346.61288620686497,,,,,,,,,,
2025-08-25,269.5,,,,,,,,,,
2025-08-26,320.0287050423217,,,,,,,,,,
2025-08-27,270.5,,,,,,,,,,
2025-08-28,271.0,,,,,,,,,,
2025-08-29,271.5,,,,,,,,,,
2025-08-30,272.0,,,,,,,,,,
2025-08-31,272.5,,,,,,,,,,
2025-09-01,273.0,,,,,,,,,,
2025-09-02,273.5,,,,,,,,,,
2025-09-03,274.0,,,,,,,,,,
2025-09-04,345.8438253148347,,,,,,,,,,
2025-09-05,275.0,,,,,,,,,,
2025-09-06,275.5,,,,,,,,,,
2025-09-07,276.0,,,,,,,,,,
2025-09-08,276.5,,,,,,,,,,
2025-09-09,277.0,,,,,,,,,,
2025-09-10,277.5,,,,,,,,,,
2025-09-11,278.0,,,,,,,,,,
2025-09-12,278.5,,,,,,,,,,
2025-09-13,279.0,,,,,,,,,,
2025-09-14,279.5,,,,,,,,,,
2025-09-15,280.0,,,,,,,,,,
2025-09-16,303.2771558939546,,,,,,,,,,
2025-09-17,287.0766371372516,,,,,,,,,,
2025-09-18,323.7781719708407,,,,,,,,,,
2025-09-19,282.0,,,,,,,,,,
2025-09-20,,290.66170928600667,294.25378563326126,293.2622997134934,291.0541484467737,292.26531041212775,188.57433525884522,287.5882204032898,,,276.8085441648283
2025-09-21,,290.66170928600667,294.25378563326126,289.091039471761,289.9841089727321,287.91437032122525,189.09533970827954,288.20326094409245,,,275.60051633390833
2025-09-22,,290.66170928600667,294.25378563326126,294.49482477005773,290.11056862630835,292.78503846890965,189.6163441577138,288.852929049069,,,277.25359999876093
2025-09-23,,290.66170928600667,294.25378563326126,301.4033945007561,290.0956233421664,293.66383062434545,190.1373486071481,289.5300319556897,,,278.5351034213391
2025-09-24,,290.66170928600667,294.25378563326126,297.5199261294047,290.097389609207,289.66236515723483,190.65835305658243,290.2269258483097,,,277.5829221028581
2025-09-25,,290.66170928600667,294.25378563326126,306.21655947804135,290.0971808678255,295.7955491859291,191.1793575060167,290.93572902757603,,,279.8771244263795
2025-09-26,,290.66170928600667,294.25378563326126,302.7079405344043,290.0972055373479,294.14294819026895,191.700361955451,291.6485354101296,,,279.31606950669567
2025-09-27,,290.66170928600667,294.25378563326126,303.48363261119295,290.0972026218487,295.83889167978884,192.22136640488526,292.35762288790994,,,279.8448873035562
2025-09-28,,290.66170928600667,294.25378563326126,311.3037340076557,290.0972029664089,300.4249527045686,192.74237085431957,293.05565130625945,,,281.79134382264004
2025-09-29,,290.66170928600667,294.25378563326126,302.64192394209437,290.09720292568795,297.60142445622984,193.26337530375383,293.7358451824661,,,280.3221809613571
2025-09-30,,290.66170928600667,294.25378563326126,300.7616592253684,290.09720293050043,299.6060441428604,193.78437975318815,294.3921567702523,,,280.5081339630625
2025-10-01,,290.66170928600667,294.25378563326126,312.7412236894047,290.09720292993165,300.19478274185906,194.3053842026224,295.019405667136,,,282.4676420214603
2025-10-02,,290.66170928600667,294.25378563326126,306.2625070108785,290.09720292999884,298.39813939296914,194.82638865205672,295.61339184379926,,,281.4447321069958
2025-10-03,,290.66170928600667,294.25378563326126,301.8591691752001,290.0972029299909,294.53222807636917,195.34739310149098,296.1709797285514,,,280.41749541869575
2025-10-04,,290.66170928600667,294.25378563326126,307.4539241068509,290.09720292999185,299.6495546139316,195.8683975509253,296.6901517850783,,,282.0963894151494
2025-10-05,,290.66170928600667,294.25378563326126,314.61804336217233,290.09720292999174,300.5576328359676,196.38940200035955,297.1700308559016,,,283.3925438433801
2025-10-06,,290.66170928600667,294.25378563326126,310.51682321795204,290.09720292999174,296.24791096819126,196.91040644979387,297.6108713850277,,,282.3283871243178
2025-10-07,,290.66170928600667,294.25378563326126,319.54484184133247,290.09720292999174,302.7665941100425,197.43141089922813,298.0140204585384,,,284.6813664512002
2025-10-08,,290.66170928600667,294.25378563326126,315.83589098240304,290.09720292999174,300.9666872659866,197.95241534866244,298.38185038973944,,,284.0213631194359
2025-10-09,,290.66170928600667,294.25378563326126,316.59782845155854,290.09720292999174,302.74447059944015,198.4734197980967,298.7176653052316,,,284.50658314336954
2025-10-10,,290.66170928600667,294.25378563326126,324.7075861477149,290.09720292999174,306.05147852685985,198.99442424753101,299.02558484101377,,,286.25596737319705
2025-10-11,,290.66170928600667,294.25378563326126,315.62623425932105,290.09720292999174,304.1433531063505,199.51542869696527,299.31040861706356,,,284.80116036128004
2025-10-12,,290.66170928600667,294.25378563326126,313.61933053332336,290.09720292999174,303.7736230306284,200.0364331463996,299.57746561056763,,,284.5742214528827
2025-10-13,,290.66170928600667,294.25378563326126,326.0635645278937,290.09720292999174,307.2615779898264,200.55743759583385,299.8324528815237,,,286.9611044063339
2025-10-14,,290.66170928600667,294.25378563326126,319.26271430826364,290.09720292999174,304.6395212886399,201.07844204526816,300.08126831182943,,,285.72494911475155
2025-10-15,,290.66170928600667,294.25378563326126,314.62729887863924,290.09720292999174,300.80680104825274,201.59944649470242,300.3298420965923,,,284.62515519534946
2025-10-16,,290.66170928600667,294.25378563326126,320.413023443644,290.09720292999174,305.9410067027887,202.12045094413673,300.5839716732382,,,286.29587865900965
2025-10-17,,290.66170928600667,294.25378563326126,327.8326922235886,290.09720292999174,306.851089004005,202.641455393571,300.84916459339456,,,287.59815700911696
2025-10-18,,290.66170928600667,294.25378563326126,323.51372030649935,290.09720292999174,302.520272796615,203.1624598430053,301.1304935409215,,,286.47709204804295
2025-10-19,,290.66170928600667,294.25378563326126,332.87312420462365,290.09720292999174,309.06533608563,203.68346429243957,301.4324672864107,,,288.8667271026234
2025-10-20,,290.66170928600667,294.25378563326126,328.96384143040166,290.09720292999174,307.2553489331476,204.20446874187388,301.7589208568606,,,288.17075397307764
2025-10-21,,290.66170928600667,294.25378563326126,329.7120242919241,290.09720292999174,309.03873266113686,204.72547319130814,302.1129276041908,,,288.65740794254566
2025-10-22,,290.66170928600667,294.25378563326126,338.11143828777404,290.09720292999174,312.2582135157644,205.24647764074246,302.4967351952361,,,290.4465089269681
2025-10-23,,290.66170928600667,294.25378563326126,328.6105445765478,290.09720292999174,310.4127301623522,205.7674820901767,302.91172683787727,,,288.9593116451734
2025-10-24,,290.66170928600667,294.25378563326126,326.47700184127837,290.09720292999174,309.8805206048067,206.28848653961103,303.3584083233114,,,288.71673073689533
2025-10-25,,290.66170928600667,294.25378563326126,339.38590536638264,290.09720292999174,313.5668722700706,206.8094909890453,303.8364207236785,,,291.23019817120525
2025-10-26,,290.66170928600667,294.25378563326126,332.26292160564867,290.09720292999174,310.88833158497505,207.3304954384796,304.3445778582142,,,289.9770034766539
2025-10-27,,290.66170928600667,294.25378563326126,327.3954285820783,290.09720292999174,307.0578826480621,207.85149988791392,304.88092694982566,,,288.88549084530564
2025-10-28,,290.66170928600667,294.25378563326126,333.3721227804372,290.09720292999174,312.1932433599628,208.37250433734818,305.4428302563919,,,290.6276283690571
2025-10-29,,290.66170928600667,294.25378563326126,341.0473410850049,290.09720292999174,313.1034628026198,208.8935087867825,306.0270648945608,,,292.01201077403255
2025-10-30,,290.66170928600667,294.25378563326126,336.5106173950467,290.09720292999174,308.77120308533745,209.41451323621675,306.6299375934692,,,290.9055670227614
2025-10-31,,290.66170928600667,294.25378563326126,346.20140656791483,290.09720292999174,315.31807159812763,209.93551768565106,307.24741073416845,,,293.3878720621602
2025-11-01,,290.66170928600667,294.25378563326126,342.0917918784004,290.09720292999174,313.5073946385596,210.45652213508532,307.8752357575675,,,292.7062346084104
2025-11-02,,290.66170928600667,294.25378563326126,342.8262201322896,290.09720292999174,315.29116160798054,210.97752658451964,308.5090898657696,,,293.230956577117
2025-11-03,,290.66170928600667,294.25378563326126,351.5152904278332,290.09720292999174,318.50465288446827,211.4985310339539,309.14471190234224,,,295.09655487112246
2025-11-04,,290.66170928600667,294.25378563326126,341.5948548937744,290.09720292999174,316.663456199669,212.0195354833882,309.7780333761154,,,293.58122540031525
2025-11-05,,290.66170928600667,294.25378563326126,339.3346731492333,290.09720292999174,316.12012798453054,212.54053993282247,310.4053007873925,,,293.3447628147484
2025-11-06,,290.66170928600667,294.25378563326126,352.7082462048716,290.09720292999174,319.82005616430297,213.06154438225678,311.0231857182675,,,295.9465329027084
2025-11-07,,290.66170928600667,294.25378563326126,345.2631289030338,290.09720292999174,317.13765021530133,213.58254883169104,311.6288795505166,,,294.6607007642575
2025-11-08,,290.66170928600667,294.25378563326126,340.1635582855174,290.09720292999174,313.30735670629434,214.10355328112536,312.2201701630918,,,293.5439051836126
2025-11-09,,290.66170928600667,294.25378563326126,346.3312221172303,290.09720292999174,318.44279646009744,214.62455773055962,312.7954985217907,,,295.31525323984823
2025-11-10,,290.66170928600667,294.25378563326126,354.2619899464211,290.09720292999174,319.35302528750066,215.14556217999393,313.35399368966114,,,296.7324669932624
2025-11-11,,290.66170928600667,294.25378563326126,349.50751448359404,290.09720292999174,315.02066678917805,215.6665666294282,313.8954854401185,,,295.58613302736836
2025-11-12,,290.66170928600667,294.25378563326126,359.529688931206,290.09720292999174,321.567658835505,216.1875710788625,314.42049432662674,,,298.10258728877994
2025-11-13,,290.66170928600667,294.25378563326126,355.2197423263991,290.09720292999174,319.75693467164564,216.70857552829676,314.9301997335751,,,297.3754500155966
2025-11-14,,290.66170928600667,294.25378563326126,355.9404159726552,290.09720292999174,321.540727866718,217.22957997773108,315.4263870837316,,,297.87854410715653
2025-11-15,,290.66170928600667,294.25378563326126,364.9191425678923,290.09720292999174,324.75380926949293,217.75058442716534,315.9113759895053,,,299.76394430047367
2025-11-16,,290.66170928600667,294.25378563326126,354.57916521100117,290.09720292999174,322.91290592635124,218.27158887659965,316.3879316911418,,,298.16632707919337
2025-11-17,,290.66170928600667,294.25378563326126,352.19234445718826,290.09720292999174,322.36881684870093,218.7925933260339,316.8591626090824,,,297.8893735843236
2025-11-18,,290.66170928600667,294.25378563326126,366.0305870433606,290.09720292999174,326.0696740849575,219.31359777546822,317.32840723663185,,,300.53642342709685
2025-11-19,,290.66170928600667,294.25378563326126,358.26333620041885,290.09720292999174,323.3870036315065,219.83460222490248,317.7991139017103,,,299.1852505439711
2025-11-20,,290.66170928600667,294.25378563326126,352.9316879889565,290.09720292999174,319.5567207586097,220.3556066743368,318.274717124718,,,298.0187757708401
2025-11-21,,290.66170928600667,294.25378563326126,359.29032145402346,290.09720292999174,324.6921659213409,220.87661112377106,318.7585143880115,,,299.8043301052009
2025-11-22,,290.66170928600667,294.25378563326126,367.4766388078374,290.09720292999174,325.6023953909531,221.39761557320537,319.25354710933783,,,301.2489849615134
2025-11-23,,290.66170928600667,294.25378563326126,362.50441157214135,290.09720292999174,321.2700301329305,221.91862002263963,319.76248947777617,,,300.0668927221068
2025-11-24,,290.66170928600667,294.25378563326126,372.85797129449713,290.09720292999174,327.8170306327993,222.43962447207394,320.28754857064985,,,302.63069611704
2025-11-25,,290.66170928600667,294.25378563326126,368.34769277439784,290.09720292999174,326.0063032386961,222.9606289215082,320.83037883078265,,,301.879671659235
2025-11-26,,290.66170928600667,294.25378563326126,369.0546118130208,290.09720292999174,327.7900982284199,223.48163337094252,321.3920135554288,,,302.3901506881531
2025-11-27,,290.66170928600667,294.25378563326126,378.3229947079515,290.09720292999174,331.0031515830658,224.00263782037683,321.9728155438424,,,304.3306139292137
2025-11-28,,290.66170928600667,294.25378563326126,367.56347552822785,290.09720292999174,329.16226831363065,224.5236422698111,322.57244848442144,,,302.69064749219297
2025-11-29,,290.66170928600667,294.25378563326126,365.0500157651432,290.09720292999174,328.61812716928455,225.0446467192454,323.18987005111893,,,302.4164796505788
2025-11-30,,290.66170928600667,294.25378563326126,379.35292788184955,290.09720292999174,332.31904798194364,225.56565116867966,323.82334704000914,,,305.15338170310594
2025-12-01,,290.66170928600667,294.25378563326126,371.263543497804,290.09720292999174,329.63635942814926,226.08665561811398,324.4704922288465,,,303.7813926603105
2025-12-02,,290.66170928600667,294.25378563326126,365.6998176923956,290.09720292999174,325.8060772830936,226.60766006754824,325.12832200386913,,,302.607796413738
2025-12-03,,290.66170928600667,294.25378563326126,372.24942079081654,290.09720292999174,330.941522815964,227.12866451698255,325.7933331870968,,,304.4465198800171
2025-12-04,,290.66170928600667,294.25378563326126,380.69128766925365,290.09720292999174,331.8517523295233,227.6496689664168,326.4615969315402,,,305.9524291065705
2025-12-05,,290.66170928600667,294.25378563326126,375.5013086606887,290.09720292999174,327.51938660892665,228.17067341585113,327.12886704705517,,,304.7618476545402
2025-12-06,,290.66170928600667,294.25378563326126,386.1862536577883,290.09720292999174,334.06638768728095,228.69167786528538,327.7906996904755,,,307.39253096429854
2025-12-07,,290.66170928600667,294.25378563326126,381.4756432223965,290.09720292999174,332.2556600721285,229.2126823147197,328.4425810122579,,,306.62846635296603
2025-12-08,,290.66170928600667,294.25378563326126,382.16880765338635,290.09720292999174,334.0394551846623,229.73368676415396,329.0800591078195,,,307.14781522275456
2025-12-09,,290.66170928600667,294.25378563326126,391.72684684801067,290.09720292999174,337.25250661994255,230.25469121358827,329.6988764819537,,,309.1350884303935
